MoE Method,PPL ↓,LAMBADA,BLiMP,CBT,HellaSwag,PIQA,ARC-Easy,RACE,SIQA,CommonSenseQA,AVG Acc ↑,AVG Rank ↓
Model-1000,89.70111617641223,0.21350931677018634,58.986567164179114,44.46637820512821,24.507070304720173,52.176278563656155,22.915642098195246,23.921906827777434,34.493346980552715,20.884520884520885,31.396135593944457,1.0
